timestamp,node_id,node_role,gothx_6g_device_class,gothx_6g_load,gothx_6g_holographic_factor,gothx_6g_digital_twin_sync,gothx_6g_neuro_interface,gothx_6g_neural_latency_ms,gothx_6g_neural_bandwidth_mbps,gothx_6g_energy_harvesting,gothx_6g_harvested_power_mw,gothx_6g_cpu_pct,gothx_6g_mem_pct,gothx_6g_massive_conn,gothx_6g_rssi_dbm,gothx_6g_ultra_latency_ms,gothx_6g_throughput_gbps,gothx_6g_packet_loss_pct,gothx_6g_temp_C,gothx_6g_battery_pct,allocated_cpu_pct,allocated_bw_mbps,node_degree,num_neighbors,mobility_flag,generator
2026-07-08T02:26:32.982354,WEARABLE_01,wearable_sensor,6g_wearable,0.228,1.0,0.8901,0,0.0,0.0,0,0.0,14.437,4.236,1,-42.0,0.01,0.018437,1.023119,34.161,98.519,22.642,20.611926,1,1,0,6G-GothX
2026-07-08T02:26:32.992354,WEARABLE_01,wearable_sensor,6g_wearable,0.1,1.0,0.9001,0,0.0,0.0,0,0.0,-6.324,-19.914,30,-49.84,0.9293,0.035046,1.417623,33.391,99.671,-0.498,37.219542,1,1,0,6G-GothX
2026-07-08T02:26:33.002354,EDGE_AI_01,edge_server,6g_edge_ai,0.1,9.0,0.8601,0,0.0,0.0,1,1.84,6.531,8.445,521,-44.03,70.84159041906952,0.0,0.991307,31.154,99.654,12.348,0.0,2,2,0,6G-GothX
2026-07-08T02:26:33.012354,6G_CORE,6g_core,6g_core,0.523,1.0,0.9874,0,0.0,0.0,0,0.0,19.888,12.309,47,-60.89,0.7137,0.073237,0.677857,43.432,97.12,23.749,104.287288,3,3,0,6G-GothX
2026-07-08T02:26:33.022354,CLOUD_01,cloud_server,6g_cloud_ai,0.107,1.0,0.9958,0,0.0,0.0,0,0.0,18.285,16.336,14,-55.33,1.0824,0.025789,1.13302,25.322,99.551,25.366,28.870433,1,1,0,6G-GothX
2026-07-08T02:26:33.032354,6G_CORE,6g_core,6g_core,0.221,1.0,0.8708,0,0.0,0.0,1,0.815,19.021,19.095,2,-42.7,0.5504,0.052568,0.907442,32.069,98.137,30.469,62.929772,3,3,0,6G-GothX
2026-07-08T02:26:33.042354,WARD_01,ward_sensor,6g_ward,0.377,1.0,0.9296,0,0.0,0.0,1,1.688,21.968,5.446,53,-54.28,0.7718,0.081706,0.496679,29.36,99.58,27.519,97.648083,1,1,0,6G-GothX
2026-07-08T02:26:33.052354,GW_01,gateway,6g_ris,0.56,6.73,0.979,0,0.0,0.0,0,0.0,38.801,33.668,30,-54.61,0.3732,0.153012,0.153307,32.923,100.0,47.815,218.710516,5,5,0,6G-GothX
2026-07-08T02:26:33.062354,CLOUD_01,cloud_server,6g_cloud_ai,0.336,1.0,0.8797,0,0.0,0.0,0,0.0,10.733,4.127,23,-62.9,1.1407,0.003658,0.090367,41.438,98.338,11.398,4.392569,1,1,0,6G-GothX
2026-07-08T02:26:33.072354,WARD_01,ward_sensor,6g_ward,0.707,1.0,0.5426,1,1.882,1.402,1,2.151,32.397,14.212,56,-65.61,0.01,0.061362,0.715369,42.578,96.677,46.987,84.470144,1,1,0,6G-GothX
2026-07-08T02:26:33.082354,WEARABLE_02,wearable_sensor,6g_wearable,0.36,1.0,0.9201,0,0.0,0.0,1,5.406,-0.778,-22.353,32,-52.26,0.2658,0.013821,0.551313,33.91,98.82,7.094,16.144306,1,1,0,6G-GothX
2026-07-08T02:26:33.092354,CLOUD_01,cloud_server,6g_cloud_ai,0.1,1.0,0.9281,1,2.99,0.784,0,0.0,-5.127,17.606,47,-62.0,1.542,0.032326,0.299182,30.483,99.179,2.658,35.077494,1,1,0,6G-GothX
2026-07-08T02:26:33.102354,CLOUD_01,cloud_server,6g_cloud_ai,0.418,1.0,0.8639,0,0.0,0.0,1,7.724,11.861,-14.326,40,-53.03,1.099,0.08172,0.0,42.03,97.865,20.421,93.12611,1,1,0,6G-GothX
2026-07-08T02:26:33.112354,WARD_01,ward_sensor,6g_ward,0.1,1.0,0.9209,1,4.634,0.874,0,0.0,22.59,3.444,11,-55.17,0.6292,0.003778,0.0,33.068,99.703,29.684,4.196091,1,1,0,6G-GothX
2026-07-08T02:26:33.122354,WARD_01,ward_sensor,6g_ward,0.53,1.0,0.8759,0,0.0,0.0,1,4.123,12.731,3.387,39,-57.9,0.9195,0.095759,1.445105,33.649,98.598,27.604,134.782444,1,1,0,6G-GothX
2026-07-08T02:26:33.132354,RIS_001,ris,6g_device,0.262,1.0,0.954,0,0.0,0.0,0,0.0,10.422,4.664,42,-50.0,0.11,0.006033,1.344817,45.649,97.793,14.269,7.113055,2,2,0,6G-GothX
2026-07-08T02:26:33.142354,EDGE_AI_01,edge_server,6g_edge_ai,0.339,1.0,0.9263,0,0.0,0.0,0,0.0,23.133,4.388,4,-45.46,0.7118,0.058357,1.096447,34.362,99.177,33.705,65.345159,2,2,0,6G-GothX
2026-07-08T02:26:33.152354,CLOUD_01,cloud_server,6g_cloud_ai,0.43,1.0,0.9363,0,0.0,0.0,0,0.0,9.012,14.322,45,-55.47,0.7098,0.052798,1.364973,31.962,98.525,19.861,61.885826,1,1,0,6G-GothX
2026-07-08T02:26:33.162354,WARD_01,ward_sensor,6g_ward,0.458,1.0,0.969,0,0.0,0.0,0,0.0,8.41,4.691,52,-59.3,0.5869,0.071456,0.436199,39.217,96.896,19.157,94.425485,1,1,0,6G-GothX
2026-07-08T02:26:33.172354,CLOUD_01,cloud_server,6g_cloud_ai,0.148,12.41,0.9174,0,0.0,0.0,1,4.723,5.855,-9.084,8,-55.42,0.01,0.695504,0.611502,30.206,99.466,13.932,800.031121,1,1,0,6G-GothX
2026-07-08T02:26:33.182354,EDGE_AI_01,edge_server,6g_edge_ai,0.1,12.68,0.8525,0,0.0,0.0,0,0.0,10.732,7.037,25,-39.06,1.5432,0.0,0.507224,36.952,99.441,19.45,0.0,2,2,0,6G-GothX
2026-07-08T02:26:33.192354,CLOUD_01,cloud_server,6g_cloud_ai,0.278,1.0,0.8819,0,0.0,0.0,0,0.0,-6.628,-7.757,37,-43.27,0.9489,0.01168,0.983843,37.746,97.993,2.088,14.64364,1,1,0,6G-GothX
2026-07-08T02:26:33.202354,GW_01,gateway,6g_ris,0.106,1.0,0.8958,0,0.0,0.0,1,1.478,17.79,-0.355,10,-44.22,1.5787,0.002498,0.633697,31.323,99.47,21.665,2.730195,5,5,0,6G-GothX
2026-07-08T02:26:33.212354,CLOUD_01,cloud_server,6g_cloud_ai,0.186,19.38,0.9813,1,1.248,5.284,1,0.693,-1.055,-13.684,15,-54.48,0.7652,0.19787,0.126118,30.613,99.473,0.731,238.660084,1,1,0,6G-GothX
2026-07-08T02:26:33.222354,RIS_001,ris,6g_device,0.394,5.68,0.9711,0,0.0,0.0,0,0.0,6.805,2.241,17,-58.81,0.47,0.178552,0.511533,35.935,96.984,11.183,202.832413,2,2,0,6G-GothX
2026-07-08T02:26:33.232354,CLOUD_01,cloud_server,6g_cloud_ai,0.1,18.6,0.9094,0,0.0,0.0,0,0.0,16.458,10.27,18,-56.23,1.8796,0.476985,0.714777,27.793,99.118,18.417,522.561247,1,1,0,6G-GothX
2026-07-08T02:26:33.242354,CLOUD_01,cloud_server,6g_cloud_ai,0.716,1.0,0.8226,0,0.0,0.0,1,6.091,31.796,13.277,52,-65.03,0.9439,0.055927,0.0,32.802,95.55,44.565,73.628717,1,1,0,6G-GothX
2026-07-08T02:26:33.252354,WEARABLE_02,wearable_sensor,6g_wearable,0.323,7.55,0.9792,0,0.0,0.0,0,0.0,6.775,1.194,29,-42.65,0.574,0.409416,1.475559,37.075,98.867,14.841,496.049161,1,1,0,6G-GothX
2026-07-08T02:26:33.262354,WARD_01,ward_sensor,6g_ward,0.17,1.0,0.9491,0,0.0,0.0,0,0.0,11.489,25.494,39,-61.37,0.3384,0.07958,0.277413,27.974,100.0,16.377,91.238588,1,1,0,6G-GothX
2026-07-08T02:26:33.272354,RIS_001,ris,6g_device,0.672,1.0,0.9461,0,0.0,0.0,1,8.111,30.449,18.142,67,-41.64,0.2007,0.029216,0.0,34.055,96.796,52.097,36.464904,2,2,0,6G-GothX
2026-07-08T02:26:33.282354,RIS_001,ris,6g_device,0.48,1.0,0.952,0,0.0,0.0,0,0.0,8.395,10.927,43,-65.73,0.362,0.0,0.817151,34.647,97.579,23.353,0.0,2,2,0,6G-GothX
2026-07-08T02:26:33.292354,WEARABLE_02,wearable_sensor,6g_wearable,0.531,1.0,0.8611,1,81.89105015473709,0.082302785451778,1,0.349,27.902,26.368,35,-56.1,1.3088,0.051172,0.0,28.647,95.851,37.567,67.735664,1,1,0,6G-GothX
2026-07-08T02:26:33.302354,RIS_001,ris,6g_device,0.243,1.0,0.8611,0,0.0,0.0,0,0.0,13.882,26.997,11,-43.7,0.7163,0.022166,1.314545,40.112,98.684,15.022,26.145338,2,2,0,6G-GothX
2026-07-08T02:26:33.312354,EDGE_AI_01,edge_server,6g_edge_ai,0.146,1.0,0.8714,0,0.0,0.0,1,1.913,3.119,9.073,4,-50.97,0.9443,0.037678,1.42536,27.845,99.42,8.032,44.102321,2,2,0,6G-GothX
2026-07-08T02:26:33.322354,6G_CORE,6g_core,6g_core,0.236,1.0,0.8502,0,0.0,0.0,1,0.439,6.721,5.039,37,-60.04,0.3904,0.010092,1.436719,32.303,99.091,24.103,12.184606,3,3,0,6G-GothX
2026-07-08T02:26:33.332354,EDGE_AI_01,edge_server,6g_edge_ai,0.193,16.48,0.9676,0,0.0,0.0,1,9.857,-0.608,-18.613,49,-42.6,0.7839,0.121422,1.122496,32.61,98.594,1.605,137.835934,2,2,0,6G-GothX
2026-07-08T02:26:33.342354,WARD_01,ward_sensor,6g_ward,0.296,1.0,0.9739,0,0.0,0.0,0,0.0,3.141,-2.563,8,-48.72,0.1967,0.088128,0.759754,30.563,98.945,11.045,109.27292,1,1,0,6G-GothX
2026-07-08T02:26:33.352354,6G_CORE,6g_core,6g_core,0.757,1.0,0.5717,0,0.0,0.0,1,5.116,34.75,-6.651,44,-65.25,0.01,0.149143,0.262807,35.857,91.569,50.642,186.250969,3,3,0,6G-GothX
2026-07-08T02:26:33.362354,WARD_01,ward_sensor,6g_ward,0.651,1.0,0.8834,1,2.929,0.825,1,4.31,16.739,12.801,63,-62.7,1.0748,0.093264,1.272143,29.48,98.823,22.817,127.388005,1,1,0,6G-GothX
2026-07-08T02:26:33.372354,WEARABLE_02,wearable_sensor,6g_wearable,0.166,1.0,0.9209,0,0.0,0.0,0,0.0,11.704,31.059,1,-56.78,1.5211,0.033881,1.785083,32.41,99.309,21.958,37.871585,1,1,0,6G-GothX
2026-07-08T02:26:33.382354,WEARABLE_02,wearable_sensor,6g_wearable,0.184,1.0,0.9394,0,0.0,0.0,0,0.0,1.67,1.47,7,-50.68,1.0444,0.0735,0.047096,41.8,99.396,15.862,79.236153,1,1,0,6G-GothX
2026-07-08T02:26:33.392354,EDGE_AI_01,edge_server,6g_edge_ai,0.215,5.71,0.8515,0,0.0,0.0,1,8.954,8.154,15.19,4,-60.37,0.0744,0.383164,1.056151,38.614,98.855,10.84,450.841688,2,2,0,6G-GothX
2026-07-08T02:26:33.402354,WEARABLE_01,wearable_sensor,6g_wearable,0.289,1.0,0.9435,1,1.506,4.082,1,4.479,9.618,-3.974,27,-51.03,0.896,0.057276,0.618943,37.261,99.192,20.699,70.037964,1,1,0,6G-GothX
2026-07-08T02:26:33.412354,GW_01,gateway,6g_ris,0.435,1.0,0.9154,1,4.27,0.161,1,0.399,30.626,26.245,39,-44.35,0.5977,0.007361,1.009226,30.651,96.59,31.495,8.774326,5,5,0,6G-GothX
2026-07-08T02:26:33.422354,WARD_01,ward_sensor,6g_ward,0.521,1.0,0.9967,0,0.0,0.0,1,2.915,38.185,25.459,27,-55.48,0.9225,0.078915,0.003544,42.665,98.763,43.236,112.654242,1,1,0,6G-GothX
2026-07-08T02:26:33.432354,GW_01,gateway,6g_ris,0.164,18.74,0.9043,0,0.0,0.0,0,0.0,11.86,9.558,14,-46.61,0.734,0.403707,0.622705,34.314,99.558,17.546,460.539291,5,5,0,6G-GothX
2026-07-08T02:26:33.442354,EDGE_AI_01,edge_server,6g_edge_ai,0.39,1.0,0.8591,0,0.0,0.0,1,3.049,29.238,-5.083,30,-53.4,0.1746,0.024724,0.050274,39.41,100.0,33.217,30.052442,2,2,0,6G-GothX
2026-07-08T02:26:33.452354,WEARABLE_01,wearable_sensor,6g_wearable,0.129,17.21,0.8751,1,3.464,9.375,0,0.0,0.874,-1.035,6,-52.74,0.2536,0.0,0.943018,37.348,99.351,6.61,0.0,1,1,0,6G-GothX
2026-07-08T02:26:33.462354,RIS_001,ris,6g_device,0.269,1.0,0.861,0,0.0,0.0,0,0.0,6.957,16.846,44,-43.29,1.5918,0.055669,0.876103,33.012,98.53,14.928,62.048929,2,2,0,6G-GothX
2026-07-08T02:26:33.472354,WEARABLE_02,wearable_sensor,6g_wearable,0.563,1.0,0.9569,0,0.0,0.0,1,4.6,24.733,30.347,24,-39.15,0.434,0.11608,0.322174,38.576,97.425,36.889,146.191247,1,1,0,6G-GothX
2026-07-08T02:26:33.482354,RIS_001,ris,6g_device,0.376,1.0,0.9221,0,0.0,0.0,1,9.859,11.966,-2.29,37,-44.84,0.4839,0.037584,1.140305,35.67,98.012,30.082,44.902886,2,2,0,6G-GothX
2026-07-08T02:26:33.492354,WEARABLE_01,wearable_sensor,6g_wearable,0.1,1.0,0.991,0,0.0,0.0,1,9.331,-0.474,5.514,8,-56.28,0.01,0.0,0.494898,31.842,99.301,6.428,0.0,1,1,0,6G-GothX
2026-07-08T02:26:33.502354,WEARABLE_02,wearable_sensor,6g_wearable,0.564,1.0,0.8957,0,0.0,0.0,0,0.0,16.819,15.162,35,-64.35,1.1014,0.037671,0.939112,36.385,96.217,26.231,48.489092,1,1,0,6G-GothX
2026-07-08T02:26:33.512354,RIS_001,ris,6g_device,0.391,1.0,0.9399,0,0.0,0.0,0,0.0,25.04,15.239,42,-54.34,1.8007,0.038011,0.525401,37.344,97.538,31.922,48.232273,2,2,0,6G-GothX
2026-07-08T02:26:33.522354,CLOUD_01,cloud_server,6g_cloud_ai,0.313,1.0,0.9566,0,0.0,0.0,1,4.907,14.324,23.453,11,-49.01,1.2786,0.030697,1.483755,31.708,97.272,30.396,35.498358,1,1,0,6G-GothX
2026-07-08T02:26:33.532354,RIS_001,ris,6g_device,0.688,1.0,0.8669,0,0.0,0.0,0,0.0,20.654,12.616,39,-51.74,0.7983,0.074406,0.986124,37.391,95.211,31.124,100.025362,2,2,0,6G-GothX
2026-07-08T02:26:33.542354,WARD_01,ward_sensor,6g_ward,0.289,1.0,0.8513,0,0.0,0.0,1,0.864,1.977,3.238,38,-35.25,0.1797,0.0,0.899786,31.824,97.45,8.966,0.0,1,1,0,6G-GothX
2026-07-08T02:26:33.552354,EDGE_AI_01,edge_server,6g_edge_ai,0.226,1.0,0.955,0,0.0,0.0,0,0.0,9.058,12.965,18,-56.48,0.3275,0.051916,1.149557,30.708,99.477,17.351,59.28508,2,2,0,6G-GothX
2026-07-08T02:26:33.562354,CLOUD_01,cloud_server,6g_cloud_ai,0.424,1.0,0.9938,0,0.0,0.0,0,0.0,12.385,-4.161,27,-58.44,0.8152,0.00914,0.839975,33.404,97.606,26.013,12.300078,1,1,0,6G-GothX
2026-07-08T02:26:33.572354,CLOUD_01,cloud_server,6g_cloud_ai,0.1,1.0,0.927,0,0.0,0.0,1,4.621,18.771,12.126,13,-53.11,1.6547,0.009463,0.89391,30.678,99.491,25.33,10.904582,1,1,0,6G-GothX
2026-07-08T02:26:33.582354,RIS_001,ris,6g_device,0.38,1.0,0.8914,0,0.0,0.0,1,3.887,18.254,1.367,1,-52.89,1.5974,0.039106,0.230853,28.298,99.641,28.828,51.558916,2,2,0,6G-GothX
2026-07-08T02:26:33.592354,6G_CORE,6g_core,6g_core,0.1,1.0,0.9981,0,0.0,0.0,1,0.471,16.286,-5.971,35,-39.16,0.353,0.0,1.23217,35.702,99.524,23.584,0.0,3,3,0,6G-GothX
2026-07-08T02:26:33.602354,CLOUD_01,cloud_server,6g_cloud_ai,0.241,1.0,0.917,0,0.0,0.0,0,0.0,-2.378,3.319,30,-57.31,0.2358,0.031725,0.26908,27.028,98.702,5.178,39.289142,1,1,0,6G-GothX
2026-07-08T02:26:33.612354,GW_01,gateway,6g_ris,0.451,14.71,0.9896,0,0.0,0.0,1,5.978,19.16,35.049,43,-52.88,0.7581,0.886545,0.082892,35.108,96.994,37.578,1058.973127,5,5,0,6G-GothX
2026-07-08T02:26:33.622354,WARD_01,ward_sensor,6g_ward,0.4,1.0,0.8568,1,4.798,2.232,0,0.0,5.503,0.531,46,-63.37,0.5197,0.038305,1.236235,32.861,96.672,13.532,46.072213,1,1,0,6G-GothX
2026-07-08T02:26:33.632354,EDGE_AI_01,edge_server,6g_edge_ai,0.275,0.2989520778805149,0.536259931463484,1,3.569,2.542,1,0.381,14.733,6.564,33,-68.74,0.1274,0.034837,1.052787,36.377,98.119,19.244,43.705985,2,2,0,6G-GothX
2026-07-08T02:26:33.642354,WEARABLE_02,wearable_sensor,6g_wearable,0.128,1.0,0.9142,0,0.0,0.0,1,3.812,16.866,-0.256,2,-43.71,0.9772,0.018417,1.34044,27.824,99.563,25.311,20.304237,1,1,0,6G-GothX
2026-07-08T02:26:33.652354,RIS_001,ris,6g_device,0.46,1.0,0.8642,1,1.127,1.097,0,0.0,17.375,-1.081,45,-62.59,0.2138,0.050938,0.0,24.393,96.486,25.759,66.682799,2,2,0,6G-GothX
2026-07-08T02:26:33.662354,CLOUD_01,cloud_server,6g_cloud_ai,0.194,5.9,0.8588,1,3.294,7.05,1,8.749,1.394,17.432,1,-42.36,0.6367,0.306909,1.214339,32.145,99.029,3.634,349.521,1,1,0,6G-GothX
2026-07-08T02:26:33.672354,WEARABLE_01,wearable_sensor,6g_wearable,0.308,1.0,0.9439,0,0.0,0.0,1,9.892,25.194,13.161,24,-46.83,0.5038,0.044685,1.416125,34.315,98.707,30.403,51.594553,1,1,0,6G-GothX
2026-07-08T02:26:33.682354,WEARABLE_01,wearable_sensor,6g_wearable,0.893,1.0,0.8286,0,0.0,0.0,1,4.287,33.364,45.006,57,-56.32,0.4183,0.123762,0.0,35.132,93.112,36.523,151.726703,1,1,0,6G-GothX
2026-07-08T02:26:33.692354,WEARABLE_02,wearable_sensor,6g_wearable,0.104,1.0,0.9576,1,2.206,2.481,1,9.165,18.607,-2.47,19,-61.79,0.0266,0.018934,1.122338,29.948,99.938,26.708,21.041998,1,1,0,6G-GothX
2026-07-08T02:26:33.702354,GW_01,gateway,6g_ris,0.484,17.83,0.9248,1,1.818,8.272,0,0.0,25.314,11.718,42,-49.09,0.7289,0.549067,0.695525,35.015,96.205,29.099,741.286273,5,5,0,6G-GothX
2026-07-08T02:26:33.712354,EDGE_AI_01,edge_server,6g_edge_ai,0.1,8.47,0.986,0,0.0,0.0,0,0.0,26.135,21.893,831,-60.72,59.4773896412044,0.319867,1.324682,34.234,98.856,38.26,371.837105,2,2,0,6G-GothX
2026-07-08T02:26:33.722354,WEARABLE_02,wearable_sensor,6g_wearable,0.672,1.0,0.9139,0,0.0,0.0,1,6.484,26.547,28.805,7,-51.75,0.0399,0.062886,1.304754,39.652,92.837,41.863,81.970262,1,1,0,6G-GothX
2026-07-08T02:26:33.732354,CLOUD_01,cloud_server,6g_cloud_ai,0.526,17.53,0.8573,0,0.0,0.0,1,2.079,25.195,8.847,16,-57.07,1.0853,1.521853,0.554162,29.301,92.468,34.369,1983.929314,1,1,0,6G-GothX
2026-07-08T02:26:33.742354,WEARABLE_01,wearable_sensor,6g_wearable,0.1,1.0,0.947,0,0.0,0.0,0,0.0,5.476,5.508,24,-53.37,0.8874,0.034893,1.097638,28.486,99.704,11.532,41.171,1,1,0,6G-GothX
2026-07-08T02:26:33.752354,GW_01,gateway,6g_ris,0.1,1.0,0.9878,0,0.0,0.0,1,4.202,1.226,6.337,20,-54.12,0.5838,0.0,0.087889,26.727,99.563,1.274,0.0,5,5,0,6G-GothX
2026-07-08T02:26:33.762354,CLOUD_01,cloud_server,6g_cloud_ai,0.1,1.0,0.9117,0,0.0,0.0,0,0.0,-3.694,3.11,2,-48.97,0.9377,0.052935,1.559079,28.478,99.313,4.509,61.134584,1,1,0,6G-GothX
2026-07-08T02:26:33.772354,WEARABLE_01,wearable_sensor,6g_wearable,0.236,1.0,0.9384,0,0.0,0.0,1,7.446,12.162,13.987,30,-59.11,0.5664,0.018543,0.39574,41.285,98.106,21.574,21.74473,1,1,0,6G-GothX
2026-07-08T02:26:33.782354,CLOUD_01,cloud_server,6g_cloud_ai,0.246,6.17,0.9634,0,0.0,0.0,0,0.0,11.404,21.813,30,-62.92,1.4706,0.164832,0.0,32.862,99.33,13.831,193.24862,1,1,0,6G-GothX
2026-07-08T02:26:33.792354,RIS_001,ris,6g_device,0.168,1.0,0.8759,0,0.0,0.0,0,0.0,10.544,-13.716,22,-56.12,1.2819,0.039338,0.058048,32.582,98.381,14.561,43.16313,2,2,0,6G-GothX
2026-07-08T02:26:33.802354,WARD_01,ward_sensor,6g_ward,0.443,1.0,0.8613,0,0.0,0.0,1,7.212,21.88,13.698,21,-47.58,0.7943,0.020655,0.13593,39.809,97.916,24.441,26.008708,1,1,0,6G-GothX
2026-07-08T02:26:33.812354,RIS_001,ris,6g_device,0.361,1.0,0.899,0,0.0,0.0,0,0.0,10.89,-0.474,31,-40.39,0.8229,0.036396,0.039557,33.438,97.754,23.354,45.524386,2,2,0,6G-GothX
2026-07-08T02:26:33.822354,GW_01,gateway,6g_ris,0.475,1.0,0.9344,0,0.0,0.0,1,9.2,14.363,4.635,36,-54.1,1.7134,0.074019,1.726402,32.726,96.907,29.226,86.841017,5,5,0,6G-GothX
2026-07-08T02:26:33.832354,CLOUD_01,cloud_server,6g_cloud_ai,0.1,1.0,0.9569,0,0.0,0.0,0,0.0,5.554,-6.653,18,-47.09,0.6137,0.004524,0.751832,33.61,99.04,17.297,4.87307,1,1,0,6G-GothX
2026-07-08T02:26:33.842354,WARD_01,ward_sensor,6g_ward,0.258,1.0,0.9989,0,0.0,0.0,1,2.179,0.411,5.675,13,-55.72,0.5551,0.067794,0.536864,31.664,98.304,5.342,86.354818,1,1,0,6G-GothX
2026-07-08T02:26:33.852354,WEARABLE_01,wearable_sensor,6g_wearable,0.272,14.01,0.8674,0,0.0,0.0,0,0.0,27.556,6.578,25,-60.76,1.6213,0.0,0.553185,37.839,99.127,30.006,0.0,1,1,0,6G-GothX
2026-07-08T02:26:33.862354,WEARABLE_02,wearable_sensor,6g_wearable,0.1,7.87,0.9671,0,0.0,0.0,1,5.384,12.612,3.447,28,-51.51,0.5948,0.263451,0.388888,33.856,99.781,17.478,282.165599,1,1,0,6G-GothX
2026-07-08T02:26:33.872354,CLOUD_01,cloud_server,6g_cloud_ai,0.162,1.0,0.9561,0,0.0,0.0,0,0.0,18.99,25.912,36,-41.22,1.1862,0.005971,0.714698,33.722,98.957,28.856,6.980989,1,1,0,6G-GothX
2026-07-08T02:26:33.882354,RIS_001,ris,6g_device,0.323,6.0,0.8829,0,0.0,0.0,0,0.0,18.518,22.094,28,-52.44,0.9437,0.235629,0.868436,33.239,98.899,19.221,294.23464,2,2,0,6G-GothX
