timestamp,node_id,node_role,6g_band,6g_frequency_ghz,6g_bandwidth_mhz,6g_network_slice,6g_beamforming_gain_db,6g_massive_mimo_streams,6g_isac_capable,6g_sensing_accuracy,6g_quantum_crypto,signal_strength_dbm,temperature_C,mobility_speed_kmh,latency_ms,packet_loss_pct,reliability,cpu_usage_pct,memory_usage_pct,allocated_cpu_pct,allocated_bw_mbps,ai_inference_latency_ms,ai_model_accuracy,data_rate_gbps,battery_pct,num_active_flows,connection_density_per_km2,node_degree,num_neighbors,mobility_flag,generator
2026-07-08T02:26:11.450593,EDGE_AI_01,edge_server,mmWave,36.713,397.5,medical_urgent,22.13,24,0,0.0,0,-10.0,36.32,0.0,0.393,0.0,0.9999932,76.138,52.3,87.83,204.214128,4.941,0.8984,0.153611,99.802,8,798615.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:11.460593,RIS_001,ris,THz,163.823,986.6,medical_urgent,14.96,1,0,0.0,0,-28.02,37.19,0.0,0.2299,0.323775,0.999991,69.471,50.416,83.959,597.850808,1.522,0.9038,0.41898,99.912,5,261330.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:11.470593,EDGE_AI_01,edge_server,mmWave,47.312,469.4,medical_urgent,13.8,14,0,0.0,1,-21.19,37.67,0.0,2.2837,0.205706,0.9999951,53.211,44.864,56.934,647.17889,2.544,0.8932,0.557706,99.993,2,992148.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:11.480593,CLOUD_01,cloud_server,THz,293.337,886.1,medical_urgent,11.01,35,0,0.0,1,-25.36,36.76,0.0,0.3505,0.053192,0.9999983,100.0,76.034,100.0,1002.43519,3.395,0.89,0.868902,99.906,7,113718.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.490593,WEARABLE_01,wearable_sensor,mmWave,45.905,378.5,medical_urgent,21.41,1,1,0.9051,0,-19.32,36.1,0.37,1.5075,0.0,0.999995,8.266,5.796,20.761,36.11903,0.0,0.0,0.024176,58.449,4,294308.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.500593,RIS_001,ris,THz,125.733,838.7,medical_urgent,29.74,1,0,0.0,0,-10.0,36.19,0.0,0.3599,0.080074,0.9999955,51.984,41.456,64.344,715.490189,1.891,0.8702,0.503473,99.949,4,421884.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:11.510593,6G_CORE,6g_core,THz,107.783,1085.4,medical_urgent,20.39,1,0,0.0,0,-18.69,37.4,0.0,0.9675,0.030966,0.9999915,42.631,36.298,62.849,1187.056796,4.476,0.8696,0.756513,99.914,5,335002.0,3,3,0,6G-IoT-Flock
2026-07-08T02:26:11.520593,WEARABLE_01,wearable_sensor,sub6,3.836,100.4,medical_urgent,2.81,1,1,0.8032,0,-40.66,36.3,1.66,5.2259,0.025235,0.9999911,4.832,12.351,22.563,9.178683,0.0,0.0,0.006863,64.766,4,323623.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.530593,6G_CORE,6g_core,THz,219.382,906.2,medical_urgent,29.44,1,0,0.0,0,-14.45,36.86,0.0,0.5999,0.112742,0.9999957,93.785,64.373,100.0,951.249071,1.215,0.8572,0.696273,99.88,6,550697.0,3,3,0,6G-IoT-Flock
2026-07-08T02:26:11.540593,WARD_01,ward_sensor,sub6,4.994,81.3,medical_urgent,0.55,1,1,0.8596,0,-36.84,36.09,0.0,8.0179,0.016837,0.9999915,0.472,8.798,11.636,10.236817,0.0,0.0,0.007008,74.238,4,431311.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.550593,CLOUD_01,cloud_server,THz,274.564,1094.3,medical_urgent,12.76,17,0,0.0,1,-38.72,36.22,0.0,0.0632,0.0,0.9999999,92.221,60.929,100.0,1694.633619,2.444,0.9028,1.072208,99.914,3,482992.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.560593,WEARABLE_02,wearable_sensor,sub6,4.961,114.7,medical_urgent,4.02,1,1,0.892,0,-43.75,36.91,4.79,12.0627,0.0,0.9999928,5.932,13.156,19.086,8.695374,0.0,0.0,0.00677,77.384,9,988219.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.570593,WEARABLE_01,wearable_sensor,mmWave,44.234,430.4,medical_urgent,19.6,1,1,0.9776,0,-25.41,36.87,3.61,1.7439,0.0,0.9999928,3.014,0.0,15.104,45.479285,0.0,0.0,0.032299,34.029,4,570576.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.580593,WARD_01,ward_sensor,mmWave,51.313,448.7,medical_urgent,15.75,1,0,0.0,0,-20.67,36.86,0.0,1.5699,0.011962,0.9999934,15.945,15.896,33.83,51.187118,0.0,0.0,0.037943,51.83,3,269900.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.590593,GW_01,gateway,sub6,4.045,117.3,medical_urgent,0.69,43,0,0.0,1,-39.06,36.59,0.0,4.2254,0.0,0.9999905,56.895,27.019,64.113,37.890985,4.535,0.8816,0.030197,87.431,2,106065.0,5,5,0,6G-IoT-Flock
2026-07-08T02:26:11.600593,CLOUD_01,cloud_server,THz,120.109,1108.3,medical_urgent,21.01,63,0,0.0,1,-16.31,36.53,0.0,0.0142,0.0,0.9999965,54.331,33.249,59.662,2430.031512,4.415,0.9166,1.684314,99.924,2,793630.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.610593,WEARABLE_02,wearable_sensor,sub6,0.845,110.7,medical_urgent,1.16,1,0,0.0,0,-34.6,36.82,4.25,7.711,0.0,0.9999904,7.228,7.7,31.765,13.952383,0.0,0.0,0.008917,57.168,2,439184.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.620593,EDGE_AI_01,edge_server,mmWave,50.727,325.8,medical_urgent,25.76,15,0,0.0,0,-15.19,36.32,0.0,2.1368,0.147285,0.9999995,56.026,51.486,70.713,115.89825,4.638,0.9727,0.100417,99.997,4,596551.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:11.630593,WEARABLE_02,wearable_sensor,sub6,7.052,101.7,medical_urgent,4.69,1,0,0.0,0,-42.12,36.59,2.34,5.1577,0.052589,0.9999919,9.03,1.189,26.015,14.43223,0.0,0.0,0.01202,48.136,2,171387.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.640593,WEARABLE_01,wearable_sensor,mmWave,24.649,373.9,medical_urgent,-35.085862402287134,1,1,0.9161,0,-100.0,36.5,3.19,1.8296,0.070452,0.999994,10.231,3.545,22.113,39.517613,0.0,0.0,0.029437,83.986,5,344856.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.650593,RIS_001,ris,THz,136.956,856.2,medical_urgent,14.96,1,0,0.0,0,-33.06,36.62,0.0,0.3223,0.020052,0.9999926,45.642,41.485,62.998,898.711103,1.254,0.9555,0.569051,99.986,1,317613.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:11.660593,6G_CORE,6g_core,THz,152.311,943.8,medical_urgent,23.36,1,0,0.0,0,-18.68,36.84,0.0,0.2556,0.068441,0.9999946,100.0,57.486,100.0,1123.212246,0.883,0.9461,0.717525,99.983,5,931927.0,3,3,0,6G-IoT-Flock
2026-07-08T02:26:11.670593,WEARABLE_01,wearable_sensor,sub6,4.713,117.6,medical_urgent,1.1,1,0,0.0,0,-38.96,35.87,2.39,6.3546,0.098689,0.9999945,6.213,0.0,23.959,12.030078,0.0,0.0,0.007542,63.26,3,392774.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.680593,CLOUD_01,cloud_server,THz,251.47,1120.8,medical_urgent,25.24,47,0,0.0,0,-14.22,37.03,0.0,0.8085,0.0,0.9999986,63.953,24.3,80.029,1786.861525,0.501,0.9125,1.218291,99.982,1,82896.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.690593,RIS_001,ris,THz,112.352,1019.1,medical_urgent,21.45,1,0,0.0,0,-21.93,37.1,0.0,0.4753,0.0,0.9999915,100.0,76.267,100.0,658.664594,1.708,0.9228,0.547833,99.918,9,216379.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:11.700593,CLOUD_01,cloud_server,THz,118.188,1004.2,medical_urgent,19.07,36,0,0.0,1,-18.53,36.22,0.0,0.8669,0.020531,0.9999956,85.325,66.071,100.0,1228.723401,2.838,0.9442,0.953477,99.995,7,23827.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.710593,6G_CORE,6g_core,THz,249.161,1031.3,medical_urgent,16.89,1,0,0.0,0,-18.67,36.34,0.0,0.0685,0.033007,0.9999906,82.928,63.377,98.168,2493.513131,4.971,0.9808,2.111253,99.984,3,980134.0,3,3,0,6G-IoT-Flock
2026-07-08T02:26:11.720593,WEARABLE_01,wearable_sensor,sub6,5.583,110.6,medical_urgent,-2.753446147205391,1,1,0.9886,0,-102.04355050216908,36.83,1.91,5.5319,0.0,0.9999986,12.729,15.703,24.367,10.729378,0.0,0.0,0.006886,69.254,4,394892.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.730593,EDGE_AI_01,edge_server,mmWave,42.778,375.6,medical_urgent,20.75,37,0,0.0,1,-19.06,36.38,0.0,0.52,0.034364,0.9999997,100.0,62.029,100.0,543.560403,4.191,0.9559,0.341793,99.9,3,486494.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:11.740593,WARD_01,ward_sensor,sub6,5.946,89.9,medical_urgent,1.38,1,0,0.0,0,-33.06,37.47,0.0,3.6564,0.0,0.9999972,8.938,0.0,17.163,13.239819,0.0,0.0,0.011026,47.512,1,849799.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.750593,6G_CORE,6g_core,THz,148.133,826.9,medical_urgent,18.93,1,0,0.0,0,-14.89,36.42,0.0,0.5501,0.026002,0.9999967,41.061,37.682,50.092,1628.931352,4.374,0.8843,1.39236,99.989,9,461285.0,3,3,0,6G-IoT-Flock
2026-07-08T02:26:11.760593,GW_01,gateway,mmWave,46.251,342.4,medical_urgent,14.68,62,0,0.0,1,-25.15,36.12,0.0,4.341,0.0,0.9999959,38.161,34.995,45.19,58.769567,3.395,0.8949,0.045707,99.582,2,151219.0,5,5,0,6G-IoT-Flock
2026-07-08T02:26:11.770593,GW_01,gateway,mmWave,32.051,409.1,medical_urgent,24.7,15,1,0.8812,1,-14.95,36.14,0.0,1.9854,0.0,0.9999996,36.01,38.595,54.093,247.342088,4.714,0.944,0.164499,85.697,8,335217.0,5,5,0,6G-IoT-Flock
2026-07-08T02:26:11.780593,WARD_01,ward_sensor,sub6,2.963,110.2,medical_urgent,4.25,1,1,0.9344,0,-33.0,36.67,0.0,6.9866,0.0,0.999998,12.054,17.795,22.092,7.269824,0.0,0.0,0.004655,90.583,4,590704.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.790593,WARD_01,ward_sensor,sub6,1.345,89.7,medical_urgent,3.23,1,0,0.0,0,-41.86,36.49,0.0,2.6891,0.032531,0.9999984,8.791,5.102,17.836,7.203228,0.0,0.0,0.006045,88.771,10,760782.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.800593,6G_CORE,6g_core,THz,153.692,1069.5,medical_urgent,27.47,1,0,0.0,0,-10.0,36.01,0.0,0.6261,0.066794,0.9999919,100.0,63.036,100.0,2048.862577,3.832,0.9514,1.461925,99.953,4,503681.0,3,3,0,6G-IoT-Flock
2026-07-08T02:26:11.810593,WEARABLE_02,wearable_sensor,sub6,6.518,88.5,medical_urgent,3.71,1,0,0.0,0,-35.26,37.21,3.77,3.3286,0.025434,0.9999991,12.64,7.368,38.823,7.844648,0.0,0.0,0.005362,95.163,8,738954.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.820593,GW_01,gateway,mmWave,46.236,380.9,medical_urgent,17.19,20,1,0.9677,1,-12.11,36.12,0.0,2.1283,0.0,0.9999979,30.162,4.829,38.865,185.961108,3.64,0.9566,0.143699,95.744,5,213994.0,5,5,0,6G-IoT-Flock
2026-07-08T02:26:11.830593,WARD_01,ward_sensor,sub6,6.218,109.7,medical_urgent,2.77,1,1,0.9368,0,-37.21,36.9,0.0,1.0112,0.035206,0.9999929,7.272,19.084,17.594,9.266659,0.0,0.0,0.007483,51.058,4,242192.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.840593,GW_01,gateway,mmWave,42.808,429.6,medical_urgent,26.43,50,1,0.8932,1,-18.61,35.94,0.0,1.468,0.0,0.9999979,27.729,23.673,43.023,348.413325,0.929,0.9508,0.254364,82.131,3,962438.0,5,5,0,6G-IoT-Flock
2026-07-08T02:26:11.850593,6G_CORE,6g_core,THz,204.789,1135.6,medical_urgent,26.36,1,0,0.0,0,-24.74,36.39,0.0,0.0763,0.027521,0.9999905,100.0,72.94,100.0,1344.993606,0.131,0.8692,0.938052,99.944,5,72269.0,3,3,0,6G-IoT-Flock
2026-07-08T02:26:11.860593,6G_CORE,6g_core,THz,143.744,982.4,medical_urgent,22.75,1,0,0.0,0,-22.18,36.77,0.0,0.0699,0.084382,0.9999992,53.6,51.477,64.298,917.132356,4.572,0.9423,0.792627,99.978,6,559065.0,3,3,0,6G-IoT-Flock
2026-07-08T02:26:11.870593,6G_CORE,6g_core,THz,103.345,1088.9,medical_urgent,15.73,1,0,0.0,0,-27.09,37.01,0.0,32.33515826891352,0.0,0.999995,56.676,54.641,60.893,1476.142903,3.52,0.9103,0.938503,99.939,5,188974.0,3,3,0,6G-IoT-Flock
2026-07-08T02:26:11.880593,EDGE_AI_01,edge_server,mmWave,31.081,419.2,medical_urgent,17.09,54,0,0.0,1,-24.59,36.11,0.0,1.007,0.0,0.9999937,58.886,30.945,69.088,478.886471,2.09,0.9291,0.300128,99.965,5,237828.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:11.890593,RIS_001,ris,THz,230.747,1143.3,medical_urgent,11.87,1,0,0.0,0,-23.15,36.64,0.0,26.86502896517165,17.8158486586746,0.1870093882631153,56.264,38.96,76.845,1655.404038,2.808,0.8579,1.434178,99.98,4,180708.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:11.900593,WARD_01,ward_sensor,sub6,2.661,119.1,medical_urgent,4.47,1,0,0.0,0,-36.9,36.97,0.0,10.0542,0.014427,0.9999923,12.161,4.035,12.902,11.282945,0.0,0.0,0.007253,93.043,3,726916.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.910593,CLOUD_01,cloud_server,THz,154.219,1169.7,medical_urgent,15.61,38,0,0.0,1,-25.32,36.2,0.0,8.297698286873644,12.190265166895916,0.24008127028044923,63.073,49.363,84.151,1558.137755,4.651,0.894,0.984505,99.967,5,616551.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.920593,WARD_01,ward_sensor,mmWave,32.734,410.2,medical_urgent,26.99,1,1,0.9027,0,-10.0,37.26,0.0,3.3016,0.062883,0.9999938,8.5,5.007,30.7,69.957276,0.0,0.0,0.047176,39.752,5,829897.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.930593,RIS_001,ris,THz,200.159,1189.7,medical_urgent,18.74,1,0,0.0,0,-19.27,37.4,0.0,0.0626,0.0,0.9999983,90.03,54.304,100.0,1880.92935,1.769,0.9577,1.190698,99.988,7,416973.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:11.940593,WEARABLE_02,wearable_sensor,sub6,2.274,119.7,medical_urgent,1.78,1,0,0.0,0,-35.67,37.02,2.16,5.1059,0.095453,0.9999967,6.774,11.864,13.87,9.777707,0.0,0.0,0.006756,56.776,6,90856.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.950593,WEARABLE_01,wearable_sensor,mmWave,44.467,333.1,medical_urgent,24.23,1,1,0.9405,0,-21.93,36.78,1.58,0.6331,0.0,0.9999911,11.28,9.979,22.881,26.60866,0.0,0.0,0.023091,71.648,3,324241.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.960593,WEARABLE_01,wearable_sensor,sub6,1.033,97.2,medical_urgent,2.56,1,1,0.817,0,-34.04,36.35,2.77,6.6724,0.083187,0.9999959,6.814,7.299,25.782,12.033521,0.0,0.0,0.008006,76.676,1,906674.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.970593,WEARABLE_01,wearable_sensor,sub6,5.651,109.0,medical_urgent,4.96,1,1,0.899,0,-36.26,36.48,3.43,6.6133,0.043386,0.9999917,11.509,16.71,27.287,5.97788,0.0,0.0,0.004703,99.821,9,282444.0,1,1,0,6G-IoT-Flock
2026-07-08T02:26:11.980593,RIS_001,ris,THz,133.441,910.4,medical_urgent,25.65,1,0,0.0,0,-10.0,37.38,0.0,0.3978,0.0,0.9999936,75.96,48.746,90.166,1821.280683,4.727,0.9509,1.32639,99.868,5,647624.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:11.990593,RIS_001,ris,THz,127.098,802.7,medical_urgent,26.83,1,0,0.0,0,-12.55,37.48,0.0,0.3936,0.0,0.9999938,100.0,85.701,100.0,367.588612,4.325,0.9116,0.273549,99.94,1,864539.0,2,2,0,6G-IoT-Flock
2026-07-08T02:26:12.000593,EDGE_AI_01,edge_server,mmWave,32.767,416.5,medical_urgent,19.58,15,0,0.0,0,-22.41,37.41,0.0,1.528,0.057369,0.9999996,39.634,38.39,51.895,551.256546,1.528,0.9473,0.402097,99.919,6,604853.0,2,2,0,6G-IoT-Flock
